ID,TARGET
1219,0.000705608543689
1221,0.004
1222,0.0
1225,0.06
1227,0.014
1230,0.026
1231,0.0
1232,0.0
1233,0.0
1234,0.076
1235,0.0
1236,0.0609333333333
1237,0.00752340648785
1238,0.268
1239,0.0
1240,0.184
1241,0.002
1244,0.086
1245,0.07
1247,0.0
1250,0.004
1251,0.0
1257,0.036
1259,0.0
1266,0.218
1267,0.558
1268,0.0
1270,0.434
1272,0.026
1273,0.318
1276,0.036
1278,0.0
1279,0.068
1283,0.002
1284,0.0
1286,0.006
1289,0.032
1290,0.0
1292,0.0
1293,0.002
1294,0.084
1296,0.008
1298,0.002
1299,0.014
1301,0.0
1304,0.01
1306,0.0
1308,0.092
1310,0.026
1311,0.002
1312,0.198
1315,0.0
1318,0.086
1319,0.036
1320,0.0
1323,0.0
1324,0.008
1325,0.002
1326,0.004
1329,0.184
1331,0.146
1332,0.0
1335,0.012
1336,0.496285714286
1338,0.106
1340,0.113681818182
1342,0.0
1345,0.002
1347,0.0
1349,0.0
1350,0.032
1351,0.0
1354,0.0
1355,0.0
1356,0.0
1359,0.058
1361,0.202
1362,0.084
1363,0.0596666666667
1365,0.0
1366,0.134
1367,0.008
1368,0.0
1369,0.0
1370,0.012
1371,0.004
1372,0.078
1374,0.0
1375,0.224
1376,0.094
1379,0.0
1380,0.0
1383,0.028304911148
1387,0.092
1388,0.0
1389,0.004
1390,0.032
1394,0.002
1396,0.056
1397,0.002
1399,0.016
1400,0.0
1402,0.414
1403,0.048
1404,0.268
1405,0.184
1407,0.046
1409,0.0
1413,0.016
1415,0.108
1416,0.012
1418,0.01
1422,0.0
1423,0.0
1425,0.0
1428,0.082
1429,0.0
1430,0.028304911148
1431,0.068
1432,0.0
1434,0.0
1435,0.0
1436,0.194
1438,0.0
1443,0.126
1445,0.17
1446,0.292
1453,0.002
1456,0.012
1458,0.04
1459,0.0
1460,0.032
1461,0.37
1462,0.588
1463,0.0
1466,0.033
1467,0.0
1469,0.492
1470,0.01
1471,0.072
1473,0.0
1476,0.064
1477,0.016
1481,0.028304911148
1482,0.028
1485,0.17
1486,0.28
1490,0.014
1491,0.058
1493,0.0
1494,0.026
1500,0.004
1504,0.004
1506,0.0
1509,0.04
1512,0.02
1514,0.064
1518,0.0
1520,0.0
1522,0.424
1525,0.094
1526,0.058
1529,0.666
1530,0.0
1532,0.0
1533,0.014
1537,0.004
1542,0.2
1544,0.034
1545,0.06
1546,0.0596666666667
1549,0.044
1551,0.0
1552,0.0
1555,0.0
1556,0.0
1558,0.064
1560,0.0
1561,0.076
1562,0.0
1563,0.0
1566,0.0
1568,0.0
1570,0.0
1575,0.0252
1577,0.1
1579,0.0
1581,0.0
1582,0.132
1585,0.002
1586,0.0
1587,0.002
1593,0.048
1597,0.192
1599,0.0
1608,0.0
1609,0.028304911148
1612,0.0
1615,0.0
1616,0.138
1618,0.008
1619,0.0
1624,0.0
1625,0.194
1627,0.01
1628,0.314
1635,0.002
1636,0.11
1637,0.0
1640,0.0
1642,0.0
1645,0.0
1647,0.02
1648,0.176
1650,0.014
1651,0.096
1653,0.0
1654,0.0
1655,0.0
1656,0.06
1657,0.192
1659,0.028
1661,0.05
1662,0.05
1663,0.0574333333333
1664,0.0
1671,0.002
1673,0.028304911148
1674,0.092
1678,0.022
1680,0.172
1682,0.008
1687,0.0
1689,0.002
1690,0.002
1691,0.0
1692,0.006
1696,0.008
1701,0.144
1702,0.298
1705,0.038
1707,0.012
1711,0.0
1714,0.062
1715,0.432
1716,0.18
1717,0.002
1719,0.0
1723,0.0
1725,0.0
1726,0.188
1728,0.0
1730,0.006
1731,0.0
1736,0.0
1742,0.056
1745,0.128
1747,0.24
1749,0.006
1750,0.05
1751,0.0
1752,0.008
1753,0.214
1754,0.004
1758,0.348
1759,0.002
1760,0.002
1761,0.0
1763,0.002
1765,0.25
1767,0.196
1768,0.0
1769,0.0
1774,0.01
1775,0.058
1776,0.0
1777,0.0
1779,0.018
1780,0.0
1783,0.0
1784,0.002
1785,0.014
1789,0.0
1790,0.064
1792,0.0
1793,0.0
1795,0.006
1796,0.008
1798,0.006
1802,0.0
1803,0.028
1805,0.0
1806,0.108
1809,0.0
1810,0.0
1812,0.0
1813,0.05
1814,0.08
1815,0.248
1817,0.172
1818,0.002
1819,0.0
1820,0.0
1821,0.182
1823,0.09
1826,0.006
1827,0.018
1829,0.108
1831,0.002
1833,0.002
1834,0.0
1837,0.0
1838,0.0
1839,0.002
1840,0.006
1841,0.08
1842,0.002
1844,0.002
1845,0.0
1846,0.0
1847,0.0
1850,0.0
1851,0.002
1852,0.0
1860,0.088
1862,0.112
1864,0.0
1865,0.0
1866,0.002
1867,0.186
1870,0.0
1871,0.01
1872,0.0
1873,0.0
1874,0.316
1876,0.004
1878,0.146
1879,0.0052
1884,0.006
1885,0.0
1888,0.01
1893,0.0
1897,0.04
1901,0.0
1902,0.0
1903,0.0
1905,0.052
1907,0.0
1908,0.526
1919,0.396351659452
1921,0.462333333333
1926,0.002
1928,0.002
1930,0.01
1933,0.06
1934,0.358
1935,0.038
1939,0.038
1940,0.012
1942,0.006
1943,0.002
1945,0.006
1946,0.022
1948,0.022
1949,0.0
1952,0.0
1953,0.008
1955,0.032
1959,0.002
1963,0.0
1965,0.122
1967,0.0
1968,0.012
1969,0.072
1970,0.1
1973,0.0
1977,0.096
1978,0.0
1979,0.0
1988,0.0
1991,0.018
1994,0.0
1996,0.0
1997,0.064
1998,0.0
2000,0.304
2002,0.296
2004,0.002
2007,0.064
2008,0.0
2010,0.004
2011,0.01
2012,0.252
2015,0.0
2018,0.0
2019,0.0
2023,0.0
2024,0.248
2026,0.008
2028,0.0
2029,0.036
2031,0.0
2033,0.0
2034,0.06
2037,0.084
2038,0.0
2039,0.018
2040,0.002
2042,0.0
2045,0.026
2048,0.0
2049,0.048
2050,0.002
2057,0.064
2061,0.212
2063,0.01
2067,0.0
2069,0.01
2070,0.0
2072,0.23
2073,0.18
2075,0.06
2076,0.004
2081,0.0
2082,0.062
2084,0.024
2085,0.04
2086,0.000142857142857
2088,0.0
2092,0.044
2093,0.002
2094,0.0
2096,0.096
2102,0.0
2103,0.002
2104,0.116
2108,0.058
2109,0.134
2111,0.034
2113,0.004
2116,0.182
2117,0.012
2118,0.094
2119,0.002
2120,0.0
2121,0.062
2124,0.472
2125,0.014
2126,0.0
2127,0.446
2131,0.0
2133,0.098
2134,0.14
2136,0.0
2137,0.370071428571
2139,0.0
2144,0.0
2145,0.0
2146,0.056
2149,0.056
2150,0.0
2151,0.01
2152,0.0
2153,0.0
2157,0.308
2158,0.0
2159,0.01
2161,0.0
2163,0.0
2166,0.016
2169,0.0
2171,0.004
2177,0.002
2179,0.05
2182,0.0
2184,0.195019047619
2185,0.0
2186,0.0
2187,0.006
2188,0.006
2189,0.0
2190,0.028
2194,0.0
2195,0.002
2196,0.004
2198,0.084
2199,0.01
2200,0.0
2201,0.0
2203,0.082
2208,0.014
2209,0.006
2210,0.004
2211,0.0
2213,0.0
2214,0.0
2215,0.664
2216,0.0
2218,0.0
2222,0.0
2224,0.0
2229,0.002
2230,0.0
2234,0.008
2235,0.0
2237,0.0
2239,0.066
2241,0.01
2242,0.0
2243,0.096
2244,0.0
2245,0.0
2248,0.184
2251,0.0
2253,0.058
2254,0.0
2257,0.0
2261,0.06
2262,0.248
2266,0.0
2269,0.0
2275,0.0
2278,0.004
2279,0.0
2283,0.018
2284,0.0
2285,0.0
2286,0.0
2287,0.196
2289,0.0
2290,0.08
2291,0.000142857142857
2293,0.0
2300,0.036
2301,0.0
2302,0.17
2303,0.002
2304,0.016
2305,0.06
2306,0.036
2307,0.0
2308,0.046
2311,0.022
2313,0.086
2315,0.0
2316,0.0
2318,0.38
2322,0.006
2323,0.0
2325,0.022
2327,0.01
2328,0.044
2329,0.194
2330,0.006
2332,0.0
2333,0.0
2334,0.06
2337,0.032
2338,0.138
2341,0.102
2344,0.0
2345,0.0
2347,0.0
2348,0.076
2349,0.0
2350,0.02
2351,0.024
2358,0.016
2359,0.124
2361,0.012
2363,0.016
2364,0.02
2366,0.53
2369,0.000137931034483
2370,0.176
2373,0.06
2375,0.002
2377,0.0
2384,0.0
2385,0.002
2386,0.052
2387,0.0
2388,0.23
2392,0.528
2393,0.0
2394,0.028304911148
2395,0.004
2396,0.156
2397,0.008
2400,0.028304911148
2401,0.0
2403,0.002
2407,0.018
2408,0.06
2410,0.0
2414,0.246
2416,0.016
2421,0.0
2422,0.0
2423,0.002
2425,0.02
2430,0.0
2433,0.0
2434,0.092
2437,0.0
2438,0.0
2439,0.11
2440,0.048
2442,0.002
2444,0.018
2449,0.0
2456,0.01
2458,0.0
2462,0.002
2463,0.002
2464,0.0
2465,0.022
2466,0.00156353308629
2470,0.0
2476,0.0
2478,0.012
2482,0.452
2483,0.0
2484,0.112
2487,0.0
2488,0.0
2493,0.002
2494,0.0
2495,0.024
2499,0.0
2501,0.04
2503,0.034
2504,0.0
2507,0.0
2509,0.002
2511,0.0
2512,0.038
2515,0.0
2516,0.0
2517,0.0
2521,0.252
2525,0.0
2527,0.054
2528,0.002
2529,0.03
2530,0.004
2531,0.016
2533,0.0
2537,0.016
2538,0.004
2539,0.04
2541,0.038
2542,0.0
2543,0.0
2544,0.0
2545,0.178
2546,0.0
2548,0.0
2549,0.0
2555,0.15
2556,0.064
2558,0.016
2561,0.288
2563,0.086
2566,0.038
2567,0.182
2572,0.0
2573,0.0
2574,0.012
2578,0.0
2580,0.0
2581,0.0
2582,0.0
2586,0.002
2588,0.0
2589,0.12
2591,0.0
2594,0.048
2595,0.002
2596,0.354
2597,0.0
2599,0.0
2600,0.012
2601,0.012
2611,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.026
2617,0.004
2618,0.002
2619,0.0
2626,0.0
2630,0.704
2632,0.002
2636,0.0
2639,0.004
2642,0.0
2644,0.554
2647,0.0
2648,0.636
2649,0.222
2651,0.042
2652,0.056
2656,0.074
2658,0.144
2664,0.0
2667,0.184
2669,0.006
2670,0.0
2671,0.132
2672,0.162
2673,0.0
2678,0.018
2679,0.002
2682,0.0
2684,0.0
2685,0.008
2687,0.0
2689,0.002
2700,0.004
2701,0.0
2702,0.004
2704,0.032
2707,0.0
2710,0.0
2713,0.000142857142857
2715,0.118
2716,0.052
2724,0.022
2726,0.316
2727,0.002
2728,0.0
2730,0.0
2731,0.042
2733,0.128
2736,0.0
2737,0.014
2739,0.12
2740,0.0
2741,0.052
2745,0.086
2747,0.676
2749,0.136
2751,0.006
2752,0.054
2759,0.162
2760,0.0
2764,0.0
2766,0.004
2769,0.01
2772,0.504
2773,0.086
2774,0.0
2776,0.0
2779,0.0
2782,0.394
2783,0.0
2788,0.0
2789,0.02
2791,0.0
2793,0.01
2794,0.0
2796,0.002
2801,0.002
2803,0.286
2804,0.0
2805,0.0
2806,0.424
2808,0.016
2809,0.008
2812,0.0
2814,0.13
2815,0.004
2816,0.042
2817,0.360103174603
2819,0.566
2821,0.106
2822,0.0
2825,0.0
2827,0.0
2829,0.012
2830,0.004
2831,0.0
2833,0.032
2838,0.036
2839,0.05
2843,0.0
2845,0.0
2849,0.0
2850,0.002
2852,0.004
2859,0.004
2861,0.0
2862,0.204
2863,0.002
2865,0.02
2866,0.104
2867,0.008
2869,0.004
2871,0.062
2872,0.0
2873,0.054
2874,0.0
2876,0.052
2877,0.0
2880,0.22
2881,0.0
2882,0.048
2885,0.014
2886,0.026
2888,0.002
2889,0.032
2891,0.024
2892,0.008
2893,0.65
2897,0.046
2898,0.0
2899,0.0
2901,0.0
2903,0.086
2904,0.002
2905,0.162
2906,0.04
2908,0.0
2910,0.014
2913,0.0
2914,0.0
2915,0.0
2917,0.0
2918,0.008
2919,0.066
2920,0.176
2921,0.098
2922,0.022
2925,0.0
2926,0.002
2927,0.0
2928,0.016
2929,0.0
2930,0.024
2936,0.0
2944,0.0
2949,0.0
2950,0.0
2951,0.008
2952,0.0
2955,0.0
2957,0.0
2959,0.0
2960,0.0
2961,0.044
2963,0.0
2966,0.0
2967,0.0
2968,0.006
2969,0.0
2970,0.008
2972,0.052
2973,0.004
2974,0.0
2975,0.118
2976,0.006
2980,0.0
2983,0.0
2984,0.435845310245
2986,0.002
2988,0.028
2989,0.062
2990,0.002
2991,0.2055
2994,0.0
2995,0.074
2997,0.026
3000,0.0
3001,0.01
3002,0.0
3003,0.148
3005,0.0
3007,0.0
3008,0.016
3009,0.022
3011,0.048
3012,0.026
3015,0.0
3017,0.004
3019,0.426
3022,0.002
3025,0.018
3027,0.0
3028,0.006
3030,0.0
3031,0.0
3033,0.012
3035,0.0
3036,0.006
3037,0.0
3039,0.0
3041,0.116
3046,0.002
3047,0.0
3048,0.0
3050,0.062
3051,0.0
3053,0.0
3055,0.048
3056,0.0
3058,0.014
3060,0.284
3062,0.132
3063,0.02
3064,0.37
3065,0.186
3067,0.380566666667
3069,0.006
3070,0.012
3072,0.056
3073,0.018
3074,0.0
3079,0.000359817813765
3080,0.0547
3083,0.0
3084,0.0
3089,0.0
3093,0.0
3094,0.125333333333
3096,0.272
3098,0.002
3100,0.0
3101,0.064
3102,0.002
3104,0.044
3105,0.078
3106,0.028304911148
3109,0.0
3110,0.0
3111,0.01
3113,0.289133333333
3115,0.006
3116,0.0
3120,0.022
3122,0.0
3124,0.028304911148
3128,0.0
3129,0.004
3130,0.066
3132,0.098
3133,0.0
3135,0.016
3138,0.01
3139,0.03
3140,0.10925
3143,0.012
3146,0.528
3148,0.152
3149,0.183148484848
3150,0.016
3152,0.05
3153,0.25
3154,0.01
3155,0.0
3159,0.002
3162,0.0
3163,0.458
3164,0.0
3166,0.066
3167,0.0
3168,0.0
3171,0.0
3172,0.116
3173,0.198
3177,0.203019047619
3181,0.0
3183,0.318
3185,0.118
3186,0.0
3190,0.006
3192,0.012
3193,0.016
3194,0.0
3195,0.064
3197,0.0
3200,0.028
3201,0.154
3206,0.182
3207,0.002
3208,0.068
3210,0.184
3211,0.0
3214,0.024
3216,0.0
3217,0.0
3218,0.068
3219,0.182
3223,0.002
3224,0.004
3227,0.08
3229,0.0
3230,0.0
3231,0.0
3232,0.002
3234,0.0420555555556
3241,0.0
3242,0.0
3244,0.156
3246,0.134
3248,0.022
3249,0.0
3250,0.0
3252,0.0
3253,0.0
3254,0.0
3255,0.0
3257,0.0786666666667
3260,0.008
3264,0.136
3266,0.006
3267,0.202
3268,0.198
3270,0.0
3271,0.01
3274,0.084
3275,0.0
3276,0.0
3278,0.146
3282,0.0
3284,0.002
3287,0.0
3288,0.024
3289,0.138
3291,0.542
3292,0.198
3293,0.022
3294,0.0
3296,0.006
3298,0.002
3302,0.0
3303,0.008
3304,0.008
3306,0.0
3307,0.073
3309,0.028304911148
3310,0.466
3311,0.0
3312,0.0
3315,0.11
3316,0.074
3320,0.052
3322,0.07
3324,0.008
3325,0.0
3326,0.188
3329,0.112
3331,0.004
3332,0.0
3334,0.0
3336,0.0
3337,0.0
3339,0.64
3340,0.232
3341,0.012
3345,0.032
3348,0.002
3350,0.25
3352,0.438
3354,0.0
3355,0.006
3356,0.0
3357,0.0
3360,0.0
3361,0.166
3362,0.004
3363,0.0
3364,0.176
3365,0.05
3366,0.0
3367,0.0
3372,0.092
3374,0.004
3375,0.0
3376,0.036
3377,0.088
3378,0.0
3380,0.068
3381,0.0
3382,0.037
3385,0.0
3386,0.0
3389,0.0
3390,0.222
3391,0.178
3393,0.0
3394,0.0
3401,0.026
3403,0.0
3404,0.078
3406,0.004
3407,0.144
3410,0.0
3411,0.092
3414,0.0
3416,0.0
3418,0.0
3419,0.022
3421,0.682
3422,0.028
3423,0.0
3424,0.220333333333
3426,0.06
3427,0.06
3429,0.02
3431,0.0
3433,0.012
3435,0.0
3436,0.0
3437,0.564
3438,0.0
3442,0.026
3444,0.528
3447,0.0
3450,0.032
3451,0.008
3454,0.034
3455,0.000567729132245
3456,0.0
3459,0.0
3460,0.024
3461,0.0
3463,0.014
3465,0.002
3468,0.006
3469,0.114
3470,0.136
3472,0.002
3473,0.008
3475,0.0
3476,0.0
3478,0.0
3479,0.108
3481,0.088
3483,0.16
3484,0.0
3485,0.034
3488,0.0
3489,0.004
3490,0.0
3494,0.0
3498,0.068
3501,0.176
3503,0.0
3506,0.016
3507,0.05
3509,0.162
3510,0.008
3511,0.172
3512,0.148
3514,0.006
3517,0.0
3519,0.0
3521,0.03
3522,0.0
3524,0.006
3526,0.068
3527,0.002
3529,0.008
3534,0.0
3536,0.0
3539,0.004
3540,0.014
3541,0.032
3542,0.0
3543,0.258
3544,0.148
3545,0.03
3547,0.0
3548,0.142
3549,0.24
3553,0.0
3555,0.004
3556,0.168
3557,0.0
3558,0.006
3564,0.0
3565,0.008
3566,0.028
3568,0.012
3569,0.344
3571,0.0
3574,0.004
3576,0.0
3579,0.07
3582,0.0
3583,0.088
3585,0.0
3586,0.0
3588,0.0
3589,0.0
3590,0.13
3591,0.114
3593,0.0
3594,0.0
3596,0.132
3597,0.0
3598,0.002
3600,0.018
3601,0.0
3602,0.004
3603,0.0
3606,0.142
3610,0.0
3611,0.014
3612,0.0
3614,0.0
3617,0.0
3618,0.0
3619,0.18
3621,0.046
3622,0.012
3624,0.0
3627,0.0
3628,0.0
3634,0.026
3637,0.004
3638,0.03
3643,0.574
3644,0.0
3646,0.182
3648,0.0
3651,0.002
3652,0.006
3654,0.002
3656,0.0
3658,0.091
3659,0.028304911148
3661,0.022
3663,0.0
3664,0.032
3665,0.0
3668,0.006
3669,0.298
3670,0.008
3671,0.272
3673,0.0
3674,0.0
3676,0.0
3678,0.086
3679,0.0
3683,0.034
3684,0.006
3685,0.0
3687,0.0
3693,0.09
3696,0.09
3698,0.066
3700,0.0
3702,0.0
3706,0.008
3707,0.008
3716,0.0
3720,0.0
3721,0.102
3723,0.002
3725,0.002
3726,0.002
3734,0.0
3735,0.0
3736,0.0
3737,0.006
3739,0.0
3740,0.0
3743,0.154
3746,0.068
3749,0.0
3754,0.004
3756,0.0
3757,0.25
3759,0.0
3762,0.168
3763,0.1
3766,0.0
3769,0.178
3770,0.002
3776,0.004
3777,0.00470206758669
3778,0.0
3781,0.008
3783,0.0
3787,0.014
3788,0.398
3791,0.014
3792,0.0
3793,0.0
3794,0.25
3795,0.156
3797,0.006
3800,0.166
3802,0.068
3804,0.028304911148
3805,0.002
3807,0.124
3809,0.004
3811,0.0
3815,0.068
3816,0.012
3819,0.15
3821,0.054
3822,0.352
3823,0.092
3824,0.014
3825,0.002
3827,0.0
3829,0.166
3830,0.48
3831,0.0
3833,0.004
3838,0.112
3842,0.182
3844,0.064
3845,0.0
3848,0.0
3849,0.0
3851,0.0
3855,0.1
3856,0.0
3858,0.524
3859,0.108
3862,0.0
3865,0.074
3866,0.0
3869,0.002
3873,0.224
3876,0.464
3877,0.502
3878,0.002
3883,0.0
3886,0.0
3887,0.0
3890,0.0
3894,0.0
3898,0.0
3899,0.01
3901,0.0
3902,0.0182611712754
3903,0.002
3904,0.082
3909,0.000274774774775
3911,0.0
3914,0.04
3916,0.092
3917,0.0
3918,0.002
3919,0.0
3921,0.008
3922,0.002
3926,0.012
3928,0.004
3929,0.006
3932,0.231019047619
3933,0.082
3936,0.078
3938,0.26
3940,0.02
3942,0.004
3944,0.0
3946,0.0
3948,0.002
3949,0.008
3951,0.0
3953,0.0
3954,0.0
3955,0.112
3959,0.176
3960,0.234
3963,0.012
3964,0.0
3965,0.006
3967,0.0
3968,0.008
3969,0.088
3974,0.014
3975,0.008
3980,0.006
3981,0.0
3984,0.0
3986,0.0
3989,0.06
3991,0.02
3992,0.002
3993,0.0
3994,0.006
3996,0.012
3997,0.198
4001,0.074
4002,0.504
4003,0.0
4005,0.116
4009,0.004
4011,0.064
4014,0.076
4016,0.056
4018,0.01
4021,0.0
4022,0.01
4024,0.0
4025,0.024
4027,0.458
4031,0.012
4032,0.034
4033,0.0
4034,0.62
4035,0.086
4036,0.054
4037,0.0
4040,0.0
4041,0.53
4042,0.002
4044,0.226
4046,0.0
4047,0.0
4048,0.0
4049,0.096
4050,0.002
4052,0.0
4055,0.0
4058,0.056
4060,0.0
4061,0.13
4063,0.03
4068,0.0
4071,0.0
4073,0.38
4075,0.218
4076,0.0
4079,0.024
4083,0.028
4086,0.0171547619048
